# https://en.wikipedia.org/wiki/History_of_Python#Table_of_versions
1991-02-20 0.9
1994-01-26 1
1994-10-11 1.1
1995-04-13 1.2
1995-10-13 1.3
1996-10-25 1.4
1998-01-03 1.5
2000-09-05	1.6
2000-10-16	2
2001-04-15	2.1
2001-12-21	2.2
2003-06-29	2.3
2004-11-30	2.4
2006-09-19	2.5
2008-10-01	2.6
2010-07-03	2.7

2008-12-03	3
2009-06-27	3.1
2011-02-20	3.2
2012-09-29	3.3
2014-03-16	3.4
2015-09-13	3.5
2016-12-23	3.6
2018-06-27	3.7
2019-10-14	3.8
2020-10-05	3.9
2021-10-04	3.10
2022-10-03	3.11
